scope,arm,metric,value,numerator,denominator,wilson_low,wilson_high,jeffreys_low,jeffreys_high,case_cluster_bootstrap_low,case_cluster_bootstrap_high
pooled_all_blocks,A,evidence_upgrade_rate,0.0,0,144,0.0,0.025983637143036746,3.404041491547518e-06,0.01726300396986358,0.0,0.0
pooled_all_blocks,A,utility_rate_clean,1.0,48,48,0.9258998703338824,0.9999999999999999,0.9492727366475076,0.9999898233063804,1.0,1.0
pooled_all_blocks,A,over_defense_rate,0.0,0,48,6.938893903907228e-18,0.07410012966611748,1.017669361962644e-05,0.05072726335249248,0.0,0.0
pooled_all_blocks,A,extra_query_cost,0.0,0.0,144,,,,,0.0,0.0
pooled_all_blocks,A,target_retest_queries,0.0,0.0,144,,,,,0.0,0.0
pooled_all_blocks,A,judge_queries,0.0,0.0,144,,,,,0.0,0.0
pooled_all_blocks,A,probe_steps,0.0,0.0,144,,,,,0.0,0.0
pooled_all_blocks,A,actual_token_count,0.0,0.0,144,,,,,0.0,0.0
pooled_all_blocks,A_prime,final_reported_asr,1.0,144,144,0.9740163628569635,1.0,0.9827369960301364,0.9999965959585084,1.0,1.0
pooled_all_blocks,A_prime,ai_suspected_only,0.4513888888888889,65,144,0.3724266477481908,0.5328773169740489,0.37175083449429613,0.5329592460217965,0.2733333333333333,0.6288290513833986
pooled_all_blocks,A_prime,confirmed_e3_plus_only,0.0,0,144,0.0,0.025983637143036746,3.404041491547518e-06,0.01726300396986358,0.0,0.0
pooled_all_blocks,A_prime,strong_evidence_asr,0.0,0,144,0.0,0.025983637143036746,3.404041491547518e-06,0.01726300396986358,0.0,0.0
pooled_all_blocks,A_prime,attack_fp_rate,1.0,72,72,0.9493488274035422,1.0,0.9658306006343764,0.9999932037377226,1.0,1.0
pooled_all_blocks,A_prime,error_rate,0.5,72,144,0.4194027960425476,0.5805972039574524,0.4190156190676219,0.580984380932378,0.30430085882984437,0.6913657407407405
pooled_all_blocks,A_prime,false_positive_rate,1.0,72,72,0.9493488274035422,1.0,0.9658306006343764,0.9999932037377226,1.0,1.0
pooled_all_blocks,A_prime,false_negative_rate,0.0,0,72,0.0,0.05065117259645781,6.796262277412169e-06,0.034169399365623555,0.0,0.0
pooled_all_blocks,A_prime,correct_overturn_rate,,0,0,,,,,,
pooled_all_blocks,A_prime,correct_upgrade_rate,1.0,5,5,0.5655175352168251,1.0,0.6206228577009606,0.9999065793999604,1.0,1.0
pooled_all_blocks,A_prime,confirmed_correct_upgrade_rate,0.0,0,5,0.0,0.43448246478317476,9.342060003954474e-05,0.37937714229903935,0.0,0.0
pooled_all_blocks,A_prime,introduced_error_rate,0.5179856115107914,72,139,0.43555788224628234,0.5994459607645651,0.4352649086586117,0.5999659553400746,0.32256697648988514,0.7112711503922866
pooled_all_blocks,A_prime,overturn_rate,0.0,0,144,0.0,0.025983637143036746,3.404041491547518e-06,0.01726300396986358,0.0,0.0
pooled_all_blocks,A_prime,evidence_upgrade_rate,0.034722222222222224,5,144,0.014920742375757766,0.07870291996567921,0.013370298405611322,0.0744174893755111,0.007936507936507936,0.06349206349206349
pooled_all_blocks,A_prime,utility_rate_clean,1.0,48,48,0.9258998703338824,0.9999999999999999,0.9492727366475076,0.9999898233063804,1.0,1.0
pooled_all_blocks,A_prime,over_defense_rate,0.0,0,48,6.938893903907228e-18,0.07410012966611748,1.017669361962644e-05,0.05072726335249248,0.0,0.0
pooled_all_blocks,A_prime,extra_query_cost,1.0,144.0,144,,,,,1.0,1.0
pooled_all_blocks,A_prime,target_retest_queries,0.0,0.0,144,,,,,0.0,0.0
pooled_all_blocks,A_prime,judge_queries,1.0,144.0,144,,,,,1.0,1.0
pooled_all_blocks,A_prime,probe_steps,0.0,0.0,144,,,,,0.0,0.0
pooled_all_blocks,A_prime,actual_token_count,4115.944444444444,592696.0,144,,,,,4078.914583333333,4163.865509259259
pooled_all_blocks,B,final_reported_asr,1.0,144,144,0.9740163628569635,1.0,0.9827369960301364,0.9999965959585084,1.0,1.0
pooled_all_blocks,B,ai_suspected_only,0.0,0,144,0.0,0.025983637143036746,3.404041491547518e-06,0.01726300396986358,0.0,0.0
pooled_all_blocks,B,confirmed_e3_plus_only,0.4652777777777778,67,144,0.3857722978124188,0.5465876769891811,0.38517725262619934,0.5467585276459801,0.2777777777777778,0.6467037037037031
pooled_all_blocks,B,strong_evidence_asr,0.4652777777777778,67,144,0.3857722978124188,0.5465876769891811,0.38517725262619934,0.5467585276459801,0.28430464778503994,0.649477533960292
pooled_all_blocks,B,attack_fp_rate,1.0,72,72,0.9493488274035422,1.0,0.9658306006343764,0.9999932037377226,1.0,1.0
pooled_all_blocks,B,error_rate,0.5,72,144,0.4194027960425476,0.5805972039574524,0.4190156190676219,0.580984380932378,0.30246913580246915,0.6913657407407405
pooled_all_blocks,B,false_positive_rate,1.0,72,72,0.9493488274035422,1.0,0.9658306006343764,0.9999932037377226,1.0,1.0
pooled_all_blocks,B,false_negative_rate,0.0,0,72,0.0,0.05065117259645781,6.796262277412169e-06,0.034169399365623555,0.0,0.0
pooled_all_blocks,B,correct_overturn_rate,,0,0,,,,,,
pooled_all_blocks,B,correct_upgrade_rate,1.0,5,5,0.5655175352168251,1.0,0.6206228577009606,0.9999065793999604,1.0,1.0
pooled_all_blocks,B,confirmed_correct_upgrade_rate,0.0,0,5,0.0,0.43448246478317476,9.342060003954474e-05,0.37937714229903935,0.0,0.0
pooled_all_blocks,B,introduced_error_rate,0.5179856115107914,72,139,0.43555788224628234,0.5994459607645651,0.4352649086586117,0.5999659553400746,0.3188241106719367,0.7100131578947366
pooled_all_blocks,B,overturn_rate,0.0,0,144,0.0,0.025983637143036746,3.404041491547518e-06,0.01726300396986358,0.0,0.0
pooled_all_blocks,B,evidence_upgrade_rate,0.4791666666666667,69,144,0.3991789622770364,0.5602370226039235,0.39866604902885616,0.5604954224983445,0.2777777777777778,0.6760030864197519
pooled_all_blocks,B,utility_rate_clean,1.0,48,48,0.9258998703338824,0.9999999999999999,0.9492727366475076,0.9999898233063804,1.0,1.0
pooled_all_blocks,B,over_defense_rate,0.0,0,48,6.938893903907228e-18,0.07410012966611748,1.017669361962644e-05,0.05072726335249248,0.0,0.0
pooled_all_blocks,B,extra_query_cost,2.5208333333333335,363.0,144,,,,,1.5237142857142856,3.486125
pooled_all_blocks,B,target_retest_queries,1.8819444444444444,271.0,144,,,,,1.1521394064872326,2.6439640974967062
pooled_all_blocks,B,judge_queries,0.6388888888888888,92.0,144,,,,,0.38403985507246374,0.8889367816091946
pooled_all_blocks,B,probe_steps,0.0,0.0,144,,,,,0.0,0.0
pooled_all_blocks,B,actual_token_count,10464.652777777777,1506910.0,144,,,,,6416.690833333332,14463.238134057972
