scope,arm,metric,value,numerator,denominator,wilson_low,wilson_high,jeffreys_low,jeffreys_high,case_cluster_bootstrap_low,case_cluster_bootstrap_high
pooled_all_blocks,A_prime,target_retest_queries,0.0,0.0,8,,,,,0.0,0.0
pooled_all_blocks,A_prime,judge_queries,1.0,8.0,8,,,,,1.0,1.0
pooled_all_blocks,A_prime,probe_steps,0.0,0.0,8,,,,,0.0,0.0
pooled_all_blocks,A_prime,actual_token_count,3442.375,27539.0,8,,,,,3336.625,3546.375
pooled_all_blocks,B,final_reported_asr,0.75,6,8,0.40927543031016883,0.9285207872478909,0.4083764894266625,0.9440331102753412,0.375,1.0
pooled_all_blocks,B,ai_suspected_only,0.25,2,8,0.071479212752109,0.5907245696898311,0.05596688972465874,0.5916235105733375,0.0,0.625
pooled_all_blocks,B,confirmed_e3_plus_only,0.25,2,8,0.071479212752109,0.5907245696898311,0.05596688972465874,0.5916235105733375,0.0,0.625
pooled_all_blocks,B,strong_evidence_asr,0.25,2,8,0.071479212752109,0.5907245696898311,0.05596688972465874,0.5916235105733375,0.0,0.625
pooled_all_blocks,B,attack_fp_rate,0.5,2,4,0.15003898915214947,0.8499610108478506,0.12275388276951775,0.8772461172304822,0.0,1.0
pooled_all_blocks,B,error_rate,0.25,2,8,0.071479212752109,0.5907245696898311,0.05596688972465874,0.5916235105733375,0.0,0.625
pooled_all_blocks,B,false_positive_rate,0.5,2,4,0.15003898915214947,0.8499610108478506,0.12275388276951775,0.8772461172304822,0.0,1.0
pooled_all_blocks,B,false_negative_rate,0.0,0,4,0.0,0.4898908364545973,0.0001153327882382748,0.4447626176576396,0.0,0.0
pooled_all_blocks,B,correct_overturn_rate,0.5,2,4,0.15003898915214947,0.8499610108478506,0.12275388276951775,0.8772461172304822,0.0,1.0
pooled_all_blocks,B,correct_upgrade_rate,1.0,4,4,0.5101091635454027,1.0,0.5552373823423603,0.9998846672117617,1.0,1.0
pooled_all_blocks,B,confirmed_correct_upgrade_rate,0.0,0,4,0.0,0.4898908364545973,0.0001153327882382748,0.4447626176576396,0.0,0.0
pooled_all_blocks,B,introduced_error_rate,,0,0,,,,,,
pooled_all_blocks,B,overturn_rate,0.25,2,8,0.071479212752109,0.5907245696898311,0.05596688972465874,0.5916235105733375,0.0,0.5
pooled_all_blocks,B,evidence_upgrade_rate,0.25,2,8,0.071479212752109,0.5907245696898311,0.05596688972465874,0.5916235105733375,0.0,0.625
pooled_all_blocks,B,utility_rate_clean,,0,0,,,,,,
pooled_all_blocks,B,over_defense_rate,,0,0,,,,,,
pooled_all_blocks,B,extra_query_cost,2.5,20.0,8,,,,,0.625,4.375
pooled_all_blocks,B,target_retest_queries,1.5,12.0,8,,,,,0.375,2.625
pooled_all_blocks,B,judge_queries,0.5,4.0,8,,,,,0.125,0.875
pooled_all_blocks,B,probe_steps,0.5,4.0,8,,,,,0.125,0.875
pooled_all_blocks,B,actual_token_count,8307.75,66462.0,8,,,,,2102.75,14509.025
