scope,model_id,arm,metric,value,ci_low,ci_high,n,pending
per_model,relay-gpt-5.4-target,A_prime,utility_rate_clean,1.0,1.0,1.0,8,False
per_model,relay-gpt-5.4-target,A_prime,over_defense_rate,0.0,0.0,0.0,8,False
per_model,relay-gpt-5.4-target,A_prime,judge_vs_human_kappa,PENDING,,,0,True
per_model,relay-gpt-5.4-target,B,judge_asr,0.4583333333333333,0.25,0.6666666666666666,24,False
per_model,relay-gpt-5.4-target,B,strong_evidence_asr,0.4583333333333333,0.25,0.6666666666666666,24,False
per_model,relay-gpt-5.4-target,B,attack_fp_rate,0.0,0.0,0.0,12,False
per_model,relay-gpt-5.4-target,B,overturn_rate,0.0,0.0,0.0,24,False
per_model,relay-gpt-5.4-target,B,evidence_upgrade_rate,0.4583333333333333,0.25,0.6666666666666666,24,False
per_model,relay-gpt-5.4-target,B,extra_query_cost,2.5833333333333335,1.4583333333333333,3.75,24,False
per_model,relay-gpt-5.4-target,B,target_retest_queries,1.8333333333333333,1.0,2.6666666666666665,24,False
per_model,relay-gpt-5.4-target,B,judge_queries,0.75,0.4166666666666667,1.125,24,False
per_model,relay-gpt-5.4-target,B,probe_steps,0.0,0.0,0.0,24,False
per_model,relay-gpt-5.4-target,B,actual_token_count,10558.0,5988.25,15510.916666666666,24,False
per_model,relay-gpt-5.4-target,B,actual_monetary_cost_usd,PENDING,,,0,True
per_model,relay-gpt-5.4-target,B,utility_rate_clean,1.0,1.0,1.0,8,False
per_model,relay-gpt-5.4-target,B,over_defense_rate,0.0,0.0,0.0,8,False
per_model,relay-gpt-5.4-target,B,judge_vs_human_kappa,PENDING,,,0,True
pooled,pooled,A,judge_asr,0.4583333333333333,0.25,0.6666666666666666,24,False
pooled,pooled,A,strong_evidence_asr,0.0,0.0,0.0,24,False
pooled,pooled,A,attack_fp_rate,0.0,0.0,0.0,12,False
pooled,pooled,A,overturn_rate,0.0,0.0,0.0,24,False
pooled,pooled,A,evidence_upgrade_rate,0.0,0.0,0.0,24,False
pooled,pooled,A,extra_query_cost,0.0,0.0,0.0,24,False
pooled,pooled,A,target_retest_queries,0.0,0.0,0.0,24,False
pooled,pooled,A,judge_queries,0.0,0.0,0.0,24,False
pooled,pooled,A,probe_steps,0.0,0.0,0.0,24,False
pooled,pooled,A,actual_token_count,0.0,0.0,0.0,24,False
pooled,pooled,A,actual_monetary_cost_usd,0.0,0.0,0.0,24,False
pooled,pooled,A,utility_rate_clean,1.0,1.0,1.0,8,False
pooled,pooled,A,over_defense_rate,0.0,0.0,0.0,8,False
pooled,pooled,A,judge_vs_human_kappa,PENDING,,,0,True
pooled,pooled,A_prime,judge_asr,0.4583333333333333,0.25,0.6666666666666666,24,False
pooled,pooled,A_prime,strong_evidence_asr,0.0,0.0,0.0,24,False
pooled,pooled,A_prime,attack_fp_rate,0.0,0.0,0.0,12,False
pooled,pooled,A_prime,overturn_rate,0.0,0.0,0.0,24,False
pooled,pooled,A_prime,evidence_upgrade_rate,0.041666666666666664,0.0,0.125,24,False
pooled,pooled,A_prime,extra_query_cost,1.0,1.0,1.0,24,False
pooled,pooled,A_prime,target_retest_queries,0.0,0.0,0.0,24,False
pooled,pooled,A_prime,judge_queries,1.0,1.0,1.0,24,False
pooled,pooled,A_prime,probe_steps,0.0,0.0,0.0,24,False
pooled,pooled,A_prime,actual_token_count,4843.625,4788.958333333333,4904.25,24,False
pooled,pooled,A_prime,actual_monetary_cost_usd,PENDING,,,0,True
pooled,pooled,A_prime,utility_rate_clean,1.0,1.0,1.0,8,False
pooled,pooled,A_prime,over_defense_rate,0.0,0.0,0.0,8,False
pooled,pooled,A_prime,judge_vs_human_kappa,PENDING,,,0,True
pooled,pooled,B,judge_asr,0.4583333333333333,0.25,0.6666666666666666,24,False
pooled,pooled,B,strong_evidence_asr,0.4583333333333333,0.25,0.6666666666666666,24,False
pooled,pooled,B,attack_fp_rate,0.0,0.0,0.0,12,False
pooled,pooled,B,overturn_rate,0.0,0.0,0.0,24,False
pooled,pooled,B,evidence_upgrade_rate,0.4583333333333333,0.25,0.6666666666666666,24,False
pooled,pooled,B,extra_query_cost,2.5833333333333335,1.4583333333333333,3.6666666666666665,24,False
pooled,pooled,B,target_retest_queries,1.8333333333333333,1.0,2.6666666666666665,24,False
pooled,pooled,B,judge_queries,0.75,0.4166666666666667,1.0833333333333333,24,False
pooled,pooled,B,probe_steps,0.0,0.0,0.0,24,False
pooled,pooled,B,actual_token_count,10558.0,6010.458333333333,15106.333333333334,24,False
pooled,pooled,B,actual_monetary_cost_usd,PENDING,,,0,True
pooled,pooled,B,utility_rate_clean,1.0,1.0,1.0,8,False
pooled,pooled,B,over_defense_rate,0.0,0.0,0.0,8,False
pooled,pooled,B,judge_vs_human_kappa,PENDING,,,0,True
