scope,model_id,arm,metric,value,ci_low,ci_high,n,pending
pooled,pooled,B,overturn_rate,0.0,0.0,0.0,24,False
pooled,pooled,B,evidence_upgrade_rate,0.5,0.2916666666666667,0.7083333333333334,24,False
pooled,pooled,B,extra_query_cost,2.7083333333333335,1.625,3.8333333333333335,24,False
pooled,pooled,B,target_retest_queries,2.0,1.1666666666666667,2.8333333333333335,24,False
pooled,pooled,B,judge_queries,0.7083333333333334,0.4166666666666667,1.0416666666666667,24,False
pooled,pooled,B,probe_steps,0.0,0.0,0.0,24,False
pooled,pooled,B,actual_token_count,10769.041666666666,6526.708333333333,15242.125,24,False
pooled,pooled,B,actual_monetary_cost_usd,PENDING,,,0,True
pooled,pooled,B,utility_rate_clean,1.0,1.0,1.0,8,False
pooled,pooled,B,over_defense_rate,0.0,0.0,0.0,8,False
pooled,pooled,B,judge_vs_human_kappa,PENDING,,,0,True
